Place,Horse_name,Jockey_name,Trainer_name,Weight,Distance,Prize,Ground_state
9,puna,lübcke,lentz,64.0,2200,5000,gut
10,königin callme,gier,storp,64.0,2200,5000,gut
11,jantar,berton,schöps,65.0,2200,5000,gut
1,queens care (ire),pedroza,wöhler,56.0,1400,6000,gut
2,northern fox,vogt,almenräder,57.0,1400,6000,gut
3,granja,minarik,schiergen,56.0,1400,6000,gut
4,equiana (gb),pecheur,blume,56.0,1400,6000,gut
5,tina belle,delozier,bocskai,56.0,1400,6000,gut
6,glen iris,murzabayev,dzubasz,56.0,1400,6000,gut
7,sealand,panov,sprengel,56.0,1400,6000,gut
1,scapina,minarik,grewe,58.0,1400,52000,gut
2,be my prince,hellyn,suborics,54.0,1400,52000,gut
3,dia del sol (gb),de vries,klug,60.0,1400,52000,gut
4,kildera (ire),lerner,hickst,54.0,1400,52000,gut
5,bishapur,murzabayev,sprengel,57.0,1400,52000,gut
6,auenwolf,cadeddu,bolte,54.0,1400,52000,gut
7,aothea,delozier,bocskai,55.0,1400,52000,gut
8,be sweet,pietsch,gröschel,58.0,1400,52000,gut
9,mascalino,pecheur,blume,59.0,1400,52000,gut
10,filimon,bojko,fuhrmann,56.0,1400,52000,gut
1,loulous jackpot,sechi,pyritz,55.0,2200,12000,gut
2,alberto hawaii,murzabayev,schleusner-fruhriep,58.5,2200,12000,gut
3,niron,bojko,mayer,53.0,2200,12000,gut
4,power euro (ire),minarik,gröschel,59.5,2200,12000,gut
5,oscar,panov,paulick,57.5,2200,12000,gut
6,finch hatton,pecheur,leve,56.0,2200,12000,gut
1,swinging wienerin,helfenbein,klug,56.0,2000,5100,gut
2,qbie,pietsch,richter,55.5,2000,5100,gut
3,ventus,murzabayev,dzubasz,58.0,2000,5100,gut
4,osumi,schurig,paulick,54.0,2000,5100,gut
5,night of love,bojko,richter,55.0,2000,5100,gut
6,rhinestone cowboy (fr),piechulek,blazkova,57.0,2000,5100,gut
1,la mia,pietsch,richter,56.0,1400,5100,gut
2,wesenberg,bojko,wöhler,58.0,1400,5100,gut
3,leevje,helfenbein,klug,56.5,1400,5100,gut
4,call me mister,piechulek,barsig,58.0,1400,5100,gut
5,diacettas delight,murzabayev,fabianova,57.0,1400,5100,gut
6,mister max,panov,resulov,58.0,1400,5100,gut
1,litonya,schiergen,glodde,56.5,1400,3600,gut
2,di mo (fr),stanarevic,richter/aut,58.0,1400,3600,gut
3,wangi wangi,sechi,richter,57.0,1400,3600,gut
4,sir theodore (ire),pietsch,richter,64.5,1400,3600,gut
5,hannover indian,murzabayev,glodde,58.0,1400,3600,gut
6,baahy (ire),engels,krzyskow,58.0,1400,3600,gut
7,rateel (ire),piechulek,fuhrmann,59.5,1400,3600,gut
8,tweet lady (gb),seidl,friesdorf,54.0,1400,3600,gut
9,polished silver (fr),bojko,storp,59.0,1400,3600,gut
1,kings soldier,piechulek,pyritz,58.0,1900,3400,gut
2,high prince,schiergen,glodde,56.5,1900,3400,gut
3,touch of gold (fr),marcialis,siegert,54.0,1900,3400,gut
4,isongo,schurig,pyritz,56.0,1900,3400,gut
5,chrysanthus,murzabayev,lippitsch,60.0,1900,3400,gut
6,maresco,seidl,angermann,54.0,1900,3400,gut
7,belmondo (gb),vogt,storp,53.0,1900,3400,gut
8,lovanto,bojko,müller,54.0,1900,3400,gut
9,big panther (fr),koplik,barsig,59.5,1900,3400,gut
10,mount juliet (fr),helfenbein,angermann,56.5,1900,3400,gut
11,humita,pietsch,glodde,57.0,1900,3400,gut
1,gregorious,murzabayev,trobisch,57.0,2100,3600,gut
2,pensante,bojko,rohne,57.5,2100,3600,gut
3,tresoli,piechulek,dzubasz,60.0,2100,3600,gut
4,dashing diva,sechi,richter,59.0,2100,3600,gut
5,vermentino,seidl,angermann,55.5,2100,3600,gut
6,izidor (cze),arendsen/cz,vorsilkova,56.5,2100,3600,gut
7,la isla bonita,pietsch,dzubasz,58.0,2100,3600,gut
8,cioccoholic,helfenbein,angermann,55.5,2100,3600,gut
9,songan,schiergen,glodde,58.5,2100,3600,gut
10,nee lamour,schurig,hlavaty/cz,51.0,2100,3600,gut
1,niron,bojko,mayer,60.5,2950,5200,gut
2,la tanzania,murzabayev,fabianova,59.5,2950,5200,gut
3,i do,vogt,kogler,58.0,2950,5200,gut
4,kirsa,seidl,klug,55.5,2950,5200,gut
5,nagreta,panov,paulick,57.0,2950,5200,gut
1,belinda too,helfenbein,vorsilkova,57.5,1500,3400,gut
2,fresanta,murzabayev,dzubasz,62.5,1500,3400,gut
3,ponderosa,koplik,pyritz,59.0,1500,3400,gut
4,halona,schiergen,glodde,63.0,1500,3400,gut
5,greece (cze),piechulek,vorsilkova,56.5,1500,3400,gut
6,madagaskar (ire),panov,hottewitzsch,55.0,1500,3400,gut
7,marijelle,vogt,müller,53.0,1500,3400,gut
8,sternzeichen,bojko,angermann,58.5,1500,3400,gut
9,ready indy (usa),pietsch,fuhrmann,55.0,1500,3400,gut
10,almaviva,straßmeier,straßmeier,52.0,1500,3400,gut
1,destino,de vries,klug,58.0,1800,6000,gut stellenweise weich
2,night of england (gb),minarik,grewe,56.0,1800,6000,gut stellenweise weich
3,arcado,seidl,klug,58.0,1800,6000,gut stellenweise weich
4,loyalist,pedroza,wöhler,58.0,1800,6000,gut stellenweise weich
5,quintarelli,bojko,bolte,58.0,1800,6000,gut stellenweise weich
6,malavella,zyulkyul,nezirov/bg,58.0,1800,6000,gut stellenweise weich
1,koreen (ire),moisan,schwarzenbeck,53.5,2200,6000,gut stellenweise weich
2,soldieress,wagner,figge,53.5,2200,6000,gut stellenweise weich
3,avorio,marcialis,hellier,53.0,2200,6000,gut stellenweise weich
4,call me frenklin (ire),sechi,almenräder,54.5,2200,6000,gut stellenweise weich
5,amorous adventure,weber,demme,60.0,2200,6000,gut stellenweise weich
6,mighty heart,barbaud,mongil,53.0,2200,6000,gut stellenweise weich
7,escadron,blumenauer,recke,59.0,2200,6000,gut stellenweise weich
8,amiga (ire),vilmar,storp,55.0,2200,6000,gut stellenweise weich
9,leo fantastico,daroszewski,gehm,60.0,2200,6000,gut stellenweise weich
10,sweet caroline,riehl,hickst,50.5,2200,6000,gut stellenweise weich
11,cyrus sod (gb),echariaa,leiner,53.5,2200,6000,gut stellenweise weich
12,chalcot (ire),engels,barsig,61.0,2200,6000,gut stellenweise weich
13,wilson,vogt,schleppi,57.5,2200,6000,gut stellenweise weich
1,horst (fr),ganbat,smrczek,58.0,1600,6000,gut stellenweise weich
2,sasuka,delozier,bocskai,56.5,1600,6000,gut stellenweise weich
3,bocca regia,porcu,suborics,56.5,1600,6000,gut stellenweise weich
4,alte lady england,pecheur,demme,56.5,1600,6000,gut stellenweise weich
5,anarchy (gb),seidl,van kempen/nl,57.5,1600,6000,gut stellenweise weich
6,lady magic,woodburn,mayer,56.5,1600,6000,gut stellenweise weich
7,forgo,murzabayev,potters,57.5,1600,6000,gut stellenweise weich
8,amonia,hellyn,blume,55.5,1600,6000,gut stellenweise weich
9,anno mio,cadeddu,moser,57.5,1600,6000,gut stellenweise weich
10,rinky dink dawn (ire),vogt,schleppi,57.0,1600,6000,gut stellenweise weich
11,qs görl,de vries,kleinkorres,56.0,1600,6000,gut stellenweise weich
12,turfsonne,helfenbein,dzubasz,56.0,1600,6000,gut stellenweise weich
13,tigers palarina (swi),pedroza,hammer-hansen,56.5,1600,6000,gut stellenweise weich
1,amora (ire),porcu,schiergen,55.5,1600,8200,gut stellenweise weich
2,heavensfield (gb),pedroza,wolters/nl,55.0,1600,8200,gut stellenweise weich
3,mister onyx,polli,glanz,59.0,1600,8200,gut stellenweise weich
4,kowalsky (hun),de vries,mühlbauer,57.5,1600,8200,gut stellenweise weich
5,langaro (aut),minarik,bolte,56.0,1600,8200,gut stellenweise weich
6,hurricane harry (gb),cadeddu,ehl,56.5,1600,8200,gut stellenweise weich
7,vatenko,murzabayev,dzubasz,59.5,1600,8200,gut stellenweise weich
8,ragazza (gb),best,moser,55.0,1600,8200,gut stellenweise weich
9,part of ireland (ire),seidl,almenräder,56.0,1600,8200,gut stellenweise weich
10,edelstein,pietsch,laznovska,58.0,1600,8200,gut stellenweise weich
11,rose of eden,helfenbein,potters,54.5,1600,8200,gut stellenweise weich
12,take me home (fr),pecheur,bocskai,60.0,1600,8200,gut stellenweise weich
13,dragoslav (gb),vogt,schütz,53.5,1600,8200,gut stellenweise weich
14,rashiba,lerner,hickst,59.5,1600,8200,gut stellenweise weich
1,royal fox (gb),hellyn,steinberg,55.0,1400,12500,gut stellenweise weich
2,petite paradise (fr),porcu,bolte,56.0,1400,12500,gut stellenweise weich
3,mister spock,piechulek,angermann,60.5,1400,12500,gut stellenweise weich
4,film (gb),de vries,wolters/nl,58.5,1400,12500,gut stellenweise weich
5,fons salera (ire),pedroza,wöhler,58.0,1400,12500,gut stellenweise weich
6,shadow chaser,lerner,hickst,56.0,1400,12500,gut stellenweise weich
7,edwin (gb),hofer,hofer,56.5,1400,12500,gut stellenweise weich
8,culdaff (ire),minarik,drozda,54.0,1400,12500,gut stellenweise weich
9,neve,cadeddu,almenräder,53.0,1400,12500,gut stellenweise weich
10,vive lami,murzabayev,dzubasz,54.5,1400,12500,gut stellenweise weich
11,van damme (svk),pecheur,mihalik,52.0,1400,12500,gut stellenweise weich
1,julio,pietsch,hofer,58.0,1400,200000,gut stellenweise weich
2,kabir,bojko,wöhler,57.0,1400,200000,gut stellenweise weich
3,ninario,hellyn,almenräder,56.0,1400,200000,gut stellenweise weich
4,arabino,minarik,gröschel,56.0,1400,200000,gut stellenweise weich
5,lord leoso,pedroza,wöhler,57.0,1400,200000,gut stellenweise weich
6,ivo,cadeddu,vovcenko,56.0,1400,200000,gut stellenweise weich
7,toriano (fr),lerner,hickst,56.0,1400,200000,gut stellenweise weich
8,schesaplana,seidl,recke,55.0,1400,200000,gut stellenweise weich
9,prince parsim,piechulek,potters,56.0,1400,200000,gut stellenweise weich
10,klüngel,helfenbein,klug,56.0,1400,200000,gut stellenweise weich
11,whaling story,woodburn,rulec,54.0,1400,200000,gut stellenweise weich
12,sky queen (fr),yavuz,figge,54.0,1400,200000,gut stellenweise weich
13,shaolin,schiergen,schiergen,56.0,1400,200000,gut stellenweise weich
14,earl,pecheur,recke,56.0,1400,200000,gut stellenweise weich
15,gondano,murzabayev,dzubasz,56.0,1400,200000,gut stellenweise weich
16,mister mo,de vries,bolte,56.0,1400,200000,gut stellenweise weich
1,wild comet,delozier,hirschberger,59.5,2400,12500,gut stellenweise weich
2,hot like mexico,de vries,dzubasz,56.0,2400,12500,gut stellenweise weich
3,viva la vita,pecheur,bocskai,55.5,2400,12500,gut stellenweise weich
4,native fighter (ire),minarik,schiergen,57.5,2400,12500,gut stellenweise weich
5,angreifer,seidl,klug,55.5,2400,12500,gut stellenweise weich
6,kings advice (gb),pedroza,wöhler,57.0,2400,12500,gut stellenweise weich
7,eastsite one,bojko,hammer-hansen,54.5,2400,12500,gut stellenweise weich
8,baby love,pietsch,dzubasz,56.5,2400,12500,gut stellenweise weich
9,sun of paradise (fr),woodburn,rotering,60.0,2400,12500,gut stellenweise weich
1,betsy coed (ire),ehl,schwinn,63.5,1600,6100,gut stellenweise weich
2,praise (ire),torres-wengemuth,fuhrmann,54.0,1600,6100,gut stellenweise weich
3,cazador (ire),schiergen,rudolph,58.0,1600,6100,gut stellenweise weich
4,whishawizz (ire),lübcke,grewe,62.5,1600,6100,gut stellenweise weich
5,party freak (gb),fleißner,glanz,55.0,1600,6100,gut stellenweise weich
6,pancho villas (ire),beckmann,beckmann,57.5,1600,6100,gut stellenweise weich
7,lacato (ire),hellier,hellier,53.5,1600,6100,gut stellenweise weich
8,quinceanera,mattes,mayer,59.0,1600,6100,gut stellenweise weich
9,heraclius (gb),straßmeier,palz,65.5,1600,6100,gut stellenweise weich
10,revie (fr),blumenauer,mayer,59.5,1600,6100,gut stellenweise weich
11,caipi red (fr),laznovska,laznovska,61.0,1600,6100,gut stellenweise weich
12,meadow dew,timpelan,hellier,61.5,1600,6100,gut stellenweise weich
13,troyanda,weber,gries,59.5,1600,6100,gut stellenweise weich
14,fazendas girl (gb),engels,storp,61.5,1600,6100,gut stellenweise weich
15,sweety heart (fr),woodburn,kerekes,62.5,1600,6100,gut stellenweise weich
16,dingari (fr),bosch,fuhrmann,58.0,1600,6100,gut stellenweise weich
1,weltstar,piechulek,klug,57.5,1600,5100,weich
2,queens harbour (gb),murzabayev,wöhler,56.5,1600,5100,weich
3,foxboro,schiergen,schiergen,58.0,1600,5100,weich
4,turfdiva,lopez,hirschberger,55.5,1600,5100,weich
5,flamingo love,yavuz,recke,55.5,1600,5100,weich
1,dragon hunter,weißmeier,weißmeier,59.5,1600,2000,weich
2,macan,schiergen,leve,56.0,1600,2000,weich
3,faintly (usa),steudle,lüker,54.5,1600,2000,weich
4,theodosia (ire),yavuz,recke,55.0,1600,2000,weich
5,adelaide rose,piechulek,bolte,55.5,1600,2000,weich
6,texas scramble (gb),kraeber,kreger,56.0,1600,2000,weich
7,mazcot mooze (swe),,walsh/swe,57.5,1600,2000,weich
1,quick step,piechulek,recke,57.0,2600,5100,weich
2,rose duchesse (fr),engels,hickst,54.5,2600,5100,weich
3,love moon (fr),-,de vlaminck/bel,51.0,2600,5100,weich
4,balu (gb),lopez,römich,58.0,2600,5100,weich
5,mood indigo,pawlak,kleinkorres,58.0,2600,5100,weich
6,escobar,murzabayev,potters,58.5,2600,5100,weich
7,torqueville,timpelan,timpelan,61.5,2600,5100,weich
8,lord of lightning (ire),silverio,haustein,58.5,2600,5100,weich
9,love flowers,guanti,schleusner-fruhriep,54.0,2600,5100,weich
10,ruby red,lübcke,gasmi,58.5,2600,5100,weich
1,ohne tadel,steudle,lüker,60.5,1600,3500,weich
2,salimera,schiergen,gernreich,61.0,1600,3500,weich
3,tribesman (gb),beckmann,beckmann,62.5,1600,3500,weich
4,lady leoso,engels,nienstädt,63.5,1600,3500,weich
5,vieille sorciere (fr),timpelan,sauter,63.5,1600,3500,weich
6,awjab (ire),rank,rank,59.5,1600,3500,weich
7,divisionist (gb),verberkt,meulen/nl,67.0,1600,3500,weich
8,celinie,lübcke,lentz,57.0,1600,3500,weich
1,rosenkönig,chan,vovcenko,69.0,3400,6600,weich
2,koffi prince,johnson,recke,68.0,3400,6600,weich
3,american dreamer,schnakenberg,schnakenberg,69.0,3400,6600,weich
4,winnifried,ferhanov,müller,66.0,3400,6600,weich
5,dibadu (fr),waterschoot,weis,66.0,3400,6600,weich
6,rapid loup,boekhout,rotering,63.0,3400,6600,weich
7,poulaphouca (fr),lopez,smith,65.0,3400,6600,weich
0,kolonel,kratochvil,vovcenko,68.0,3400,6600,weich
1,athalyna,engels,meulen/nl,60.0,2100,3750,weich
2,invincible squaw (fr),murzabayev,rohne,58.0,2100,3750,weich
3,alwin,schiergen,glodde,56.5,2100,3750,weich
4,so nice,piechulek,lentz,56.0,2100,3750,weich
5,lepanosie,gibson,hinck,58.0,2100,3750,weich
6,victory tiger,lübcke,vovcenko,57.0,2100,3750,weich
7,piroschka,weißmeier,grzegowski,52.5,2100,3750,weich
8,index waiter (gb),rank,rank,53.0,2100,3750,weich
9,funky groove,panov,sprengel,58.5,2100,3750,weich
10,kanonier (fr),yavuz,sauter,57.5,2100,3750,weich
1,art of adventure,engels,meulen/nl,61.0,2100,3500,weich
2,germanwings (fr),weißmeier,weißmeier,58.0,2100,3500,weich
3,dylan,lopez,riese,54.0,2100,3500,weich
4,kirem (fr),pawlak,gernreich,57.5,2100,3500,weich
5,russian swing,timpelan,kleinkorres,60.0,2100,3500,weich
6,pascani,weis,weis,59.0,2100,3500,weich
7,irrwisch,ehm,vovcenko,57.5,2100,3500,weich
8,teufelssee,murzabayev,schleusner-fruhriep,55.0,2100,3500,weich
9,tiffany,gibson,schnakenberg,58.0,2100,3500,weich
10,tshirina,weißmeier,lentz,53.0,2100,3500,weich
1,falconettei,chan,vovcenko,68.0,4200,6600,weich
2,wutzelmann,lopez,schleusner-fruhriep,66.5,4200,6600,weich
3,interior minister (gb),daroszewski,recke,68.0,4200,6600,weich
4,good prince,schnakenberg,schnakenberg,70.0,4200,6600,weich
5,cro easy (usa),waterschoot,de vlaminck/bel,65.5,4200,6600,weich
0,daulys anthem (ire),johnson,recke,71.0,4200,6600,weich
1,lomasi,murzabayev,glodde,60.5,1200,3500,weich
2,life of fame (gb),kraeber,kreger,56.5,1200,3500,weich
3,pagina de mi vida,engels,meulen/nl,55.0,1200,3500,weich
4,iggy (gb),beckmann,beckmann,51.5,1200,3500,weich
5,angelic demon (ire),schurig,fuhrmann,51.0,1200,3500,weich
6,tindorette (gb),piechulek,lentz,57.5,1200,3500,weich
1,ronaldo,lerner,hickst,58.0,2200,6000,weich
2,party playboy,cadeddu,suborics,58.0,2200,6000,weich
3,dawn ruler,best,figge,58.0,2200,6000,weich
4,reine du turf,ganbat,rotering,55.0,2200,6000,weich
5,arktis,hellyn,hammer-hansen,56.0,2200,6000,weich
6,laurin (ire),minarik,mühlbauer,57.0,2200,6000,weich
7,spignel (gb),de vries,rulec,58.0,2200,6000,weich
8,smentana,porcu,storp,55.5,2200,6000,weich
1,felissa,minarik,schiergen,54.5,1200,8000,weich
2,latroya,bojko,blume,52.0,1200,8000,weich
3,thorpe bay (gb),seidl,van kempen/nl,56.5,1200,8000,weich
4,bective (ire),porcu,pohl,54.0,1200,8000,weich
5,barteaux,ganbat,smrczek,54.5,1200,8000,weich
6,danon perth (aus),pecheur,lindemann,52.0,1200,8000,weich
7,fidji,cadeddu,wolters/nl,53.0,1200,8000,weich
8,smart shuffle,danz,birner,52.0,1200,8000,weich
9,aothea,hellyn,bocskai,53.5,1200,8000,weich
10,zebspear (ire),best,schleppi,55.5,1200,8000,weich
11,bondi,alshowaikh,mayer,58.5,1200,8000,weich
1,licinius,hellyn,almenräder,53.5,2200,22500,weich
2,itobo,alshowaikh,gröschel,56.0,2200,22500,weich
3,tim rocco,de vries,barsig,60.0,2200,22500,weich
4,veneto,pietsch,suborics,58.5,2200,22500,weich
5,northern rock,ganbat,smrczek,56.5,2200,22500,weich
6,waikita,seidl,klug,53.0,2200,22500,weich
7,sweet thomas,pecheur,sprengel,54.0,2200,22500,weich
8,molly le clou,delozier,hirschberger,55.5,2200,22500,weich
1,toulio,hellyn,peterschmitt,53.5,1800,6100,weich
2,beetle star,porcu,gehm,62.0,1800,6100,weich
3,winoso (hun),alshowaikh,mühlbauer,56.0,1800,6100,weich
4,real promise (gb),cadeddu,stefutti,57.5,1800,6100,weich
5,simineh,scardino,klein,57.0,1800,6100,weich
6,platin lover (swi),herresthal,klein,54.5,1800,6100,weich
7,patanos,hofer,peterschmitt,52.0,1800,6100,weich
8,dreamworks,clijmans,mäder,60.5,1800,6100,weich
9,diamantfee (fr),hofer,hofer,60.5,1800,6100,weich
10,jashpur (fr),bojko,kujath,59.5,1800,6100,weich
11,smoke on the water,riehl,birner,60.0,1800,6100,weich
12,absolute amy,minarik,storp,57.0,1800,6100,weich
13,justice frederick (ire),de vries,smith,56.0,1800,6100,weich
14,noble hero,sechi,glanz,55.5,1800,6100,weich
15,opalin,pecheur,lindemann,56.0,1800,6100,weich
16,action pure,seidl,mayer,57.5,1800,6100,weich
17,porcupine creek (ire),pietsch,dewald,57.0,1800,6100,weich
18,san diego,best,schleppi,60.5,1800,6100,weich
1,welan,hellyn,blume,55.5,2000,8000,weich
2,astrella,seidl,hickst,52.5,2000,8000,weich
3,honourable action (ire),bojko,smith,54.0,2000,8000,weich
4,madurai,pietsch,recke,57.0,2000,8000,weich
5,christo (gb),pecheur,barsig,60.5,2000,8000,weich
6,wüstenlady,riehl,storp,52.0,2000,8000,weich
7,solomeo (ire),minarik,schiergen,52.0,2000,8000,weich
8,noble fighter (ire),ehl,rosport,63.5,2000,8000,weich
9,wind cries mary,cadeddu,rulec,57.0,2000,8000,weich
10,laquyood (gb),porcu,glanz,57.5,2000,8000,weich
1,rock my love,de vries,klug,58.0,1600,105000,weich
2,suada,pecheur,klug,58.0,1600,105000,weich
3,angelita,porcu,schiergen,58.0,1600,105000,weich
4,dina,seidl,klug,58.0,1600,105000,weich
5,cabarita,minarik,gröschel,58.0,1600,105000,weich
6,bützje,helfenbein,klug,58.0,1600,105000,weich
7,barista,delozier,hirschberger,58.0,1600,105000,weich
8,sword peinture,bojko,wöhler,58.0,1600,105000,weich
9,i am what i am,havlin,hammer-hansen,58.0,1600,105000,weich
1,loulous jackpot,sechi,pyritz,57.0,1800,12500,weich
2,all win (ire),cadeddu,gröschel,55.0,1800,12500,weich
3,dorado,helfenbein,haustein,60.0,1800,12500,weich
4,wildfasan (gb),hellyn,almenräder,53.5,1800,12500,weich
5,empire hurricane,porcu,bolte,59.5,1800,12500,weich
6,dancing hawk,marcialis,suborics,57.0,1800,12500,weich
7,marillion,minarik,schiergen,56.5,1800,12500,weich
8,miss england,pecheur,figge,57.5,1800,12500,weich
1,navaro girl (ire),porcu,schiergen,53.5,2000,55000,weich
2,devastar,de vries,klug,57.0,2000,55000,weich
3,matchwinner,helfenbein,kleinkorres,58.0,2000,55000,weich
4,palace prince,minarik,carvalho,59.0,2000,55000,weich
5,promise of peace (jpn),bojko,wöhler,55.0,2000,55000,weich
1,valluga,delozier,hirschberger,55.5,2400,8200,weich
2,shining lord,helfenbein,sprengel,54.0,2400,8200,weich
3,salve sardegna (ire),lerner,hickst,54.0,2400,8200,weich
4,pardels,bojko,recke,56.5,2400,8200,weich
5,nagold,minarik,schiergen,58.0,2400,8200,weich
6,bella bijou,porcu,frank,58.5,2400,8200,weich
7,all access,polli,glanz,53.0,2400,8200,weich
1,girard,minarik,schiergen,58.0,1500,6000,normal
2,jeföhl,helfenbein,klug,56.0,1500,6000,normal
3,mantalik (fr),cadeddu,figge,56.0,1500,6000,normal
4,shilo (ire),bojko,recke,56.0,1500,6000,normal
5,nepotin,seidl,klug,56.0,1500,6000,normal
6,common sense (aut),porcu,wolters/nl,58.0,1500,6000,normal
7,lava cake,hellyn,schu,58.0,1500,6000,normal
1,romantic angel (usa),herresthal,falk,58.0,1100,5000,normal
2,betsy coed (ire),giesgen,schwinn,58.5,1100,5000,normal
3,sequel,yavuz,figge,62.0,1100,5000,normal
4,wilsons ruby (ire),pietsch,bracke/bel,56.5,1100,5000,normal
5,salinas road (fr),best,mayer,58.0,1100,5000,normal
6,hippocrene (ire),lopez,schu,60.5,1100,5000,normal
7,phaleandoro,pecheur,busch,57.0,1100,5000,normal
8,henke (ire),alshowaikh,jansen/nl,58.0,1100,5000,normal
9,ocotillo (ire),hellyn,lenaers/bel,58.0,1100,5000,normal
10,goldie doll (hol),porcu,troost,62.0,1100,5000,normal
11,control chief (gb),minarik,schöndorf,54.0,1100,5000,normal
12,rosa lilly,laznovska,dewald,56.5,1100,5000,normal
13,pancake day (gb),daroszewski,berg,63.5,1100,5000,normal
14,ivors fantasy (ire),weißmeier,weißmeier,61.5,1100,5000,normal
1,cobra royal (fr),alshowaikh,kurdu,59.5,1500,5000,normal
2,silencio,laznovska,laznovska,57.5,1500,5000,normal
3,decadent times (ire),danz,sofsky-prappacher,54.5,1500,5000,normal
4,peppy music,hellyn,schu,54.0,1500,5000,normal
5,pagina de mi vida,engels,meulen/nl,59.0,1500,5000,normal
6,baker street (gb),herresthal,schwinn,57.0,1500,5000,normal
7,al malek (fr),daroszewski,schleppi,63.5,1500,5000,normal
8,party thyme (gb),vogt,schleppi,56.5,1500,5000,normal
9,wisewit (gb),weißmeier,weißmeier,52.0,1500,5000,normal
10,girandolo,weißmeier,weißmeier,59.0,1500,5000,normal
11,wild wings (fr),yavuz,figge,62.5,1500,5000,normal
12,belus,best,mayer,58.5,1500,5000,normal
13,romantic soldier (fr),lopez,schwab,61.0,1500,5000,normal
